,,,,,,,,,6.02E+23,,1.20E+02,N*,1000,,,,,,,kJ/mol,J /K/mol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,O,,OH,H,,,1.34E-15,6.52,1.46E+03,,7.98E-13,Low T NIST 2005,"Robie, D.C.; Arepalli, S.; Presser, N.; Kitsopoulos, T.; Gordon, R.J. The intramolecular kinetic isotope effect for the reaction O(3P)+HD.  J. Chem. Phys. 92,  (1990)", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,O,,OH,H,,,9.00E-12,1.00,4.50E+03,,3.33E-13,Hampson and Garvin 1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,O,,OH,H,,,2.24E-12,2.00,3.80E+03,,5.57E-13,Warnitz 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,H2,O,,OH,H,,,3.49E-13,2.67,3.16E+03,,3.69E-13,Baulch et al 1992,,8.67E-01,1.8,0.027,-917,7.76,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,OH,,H2,O,,,6.86E-14,2.80,1.95E+03,,2.84E-13,"1986  Tsang, W.; Hampson, R.F., ``Chemical kinetic data base for combustion chemistry. Part I. Methane and related compounds'' J. Phys. Chem. Ref. Data 15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,OH,,H2,O,,,4.20E-12,1.00,3.50E+03,,4.23E-13,Prasad and Huntress 1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,OH,,H2,O,,,1.00E-12,2.00,2.80E+03,,6.75E-13,Warnitz 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,H,OH,,H2,O,,,1.66E-13,2.64,2.24E+03,,4.26E-13,"reverse, Baulch et al 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,OH,M,H2O,,M,,6.77778E-31,-2.00,0.00E+00,,6.10E-32,Baulch et al 1992 in N2,,,3.60E-03,-1.2,59800,-499,-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,OH,M,H2O,,M,,2.6E-31,-2.00,0.00E+00,,2.34E-32,Baulch et al 1992 in Ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,H,OH,M,H2O,,M,,2.69E-10,,7.50E+01,4.75E+22,2.50E-10,"Cobos and Troe, 1985; Moses-95","Cobos, C.J. Troe, J. (1985). Theory of thermal unimolecular reactions at high pressures. II. Analysis of experimental results. {\em  J. Chem. Phys. 83,} 1010 - 1015.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,H,OH,M,H2O,,M,,6.59E-32,-2.10,,,5.26E-33,2790-3200 K Javoy et al 2003 in H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2O,,M,OH,H,M,,5.80E-09,,5.29E+04,,6.16E-32,Millar 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2O,,M,OH,H,M,5.999E+04,5.80E-09,,5.29E+04,,6.16E-32,Baulch et al 1992,,,278,1.2,59800,499,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,H2O,,M,OH,H,M,,3.00E-09,,5.72E+04,,4.54E-34,reverse of Javoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,H2O,,M,OH,H,M,,2.92E+15,,6.02E+04,4.79E+22,2.18E-11,k_infty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,OH, ,H2O,H,,,5.50E-12,0.00,2.00E+03,,7.44E-13,JPL-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,OH, ,H2O,H,,,7.70E-12,0.00,2.10E+03,,9.43E-13,Atkinson et al. 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,OH, ,H2O,H,,,1.53E-12,1.60,1.66E+03,,1.99E-12,Warnitz 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,H2,OH, ,H2O,H,,,1.56E-12,1.60,1.66E+03,,2.04E-12,300<T<2500 Baulch et al 1992,,4.37E+02,0.113,0.0839,7680,-62.9,-10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,OH, ,H2O,H,,,9.40E-13,2.00,1.49E+03,,2.35E-12,"240<T<2400 1986  Tsang, W.; Hampson, R.F ","1986  Tsang, W.; Hampson, R.F., ``Chemical kinetic data base for combustion chemistry. Part I. Methane and related compounds'' J. Phys. Chem. Ref. Data 15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,H2O,,H2,OH,,,4.58E-10,0.00,1.16E+04,,4.19E-15,NIST 2007 ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,H2O,,H2,OH,,,1.50E-10,,1.00E+04,,6.81E-15,Prasad and Huntress 1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,H2O,,H2,OH,,,7.02E-12,1.60,9.35E+03,,4.21E-15,Warnitz 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,H,H2O,,H2,OH,,,6.89E-12,1.60,9.27E+03,,4.46E-15,300<T<2500 Baulch et al 1992,,2.29E-03,8.85,-0.084,-7680,62.9,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OH,OH,,H2O,O,,,4.20E-12,,2.40E+02,,3.30E-12,JPL-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OH,OH,,H2O,O,,,1.66E-12,1.14,,,6.55E-12,Warnitz 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,OH,OH,,H2O,O,,,1.67E-12,1.14,5.00E+01,,6.25E-12,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2O,O,,OH,OH,,,9.22E-11,,9.61E+03,,6.18E-15,NIST 2007 ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2O,O,,OH,OH,,,1.10E-11,,9.20E+03,,1.11E-15,Prasad and Huntress 1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2O,O,,OH,OH,,,1.66E-11,1.14,8.68E+03,,1.11E-14,Warnitz 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2O,O,,OH,OH,,,1.93E-11,1.08,8.60E+03,,1.31E-14,"reverse, Baulch et al 1992",0.008313948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,H2O,O,,OH,OH,,,1.84E-11,0.95,8.57E+03,,1.09E-14,"Lifshitz, A., Michael, J.V. (1991). Rate constants for the reaction, O + H2O $\rightarrow$ OH + OH, over the temperature range, 1500-2400 K, by the flash photolysis-shock tube technique: a further consideration of the back reaction. {em Symp. Int. Combust. Proc. 23,}  59 - 67.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,OH,OH,,H2,O2,,,3.30E-12,0.51,2.54E+04,,5.80E-23,NIST 2009,"Karach, S.P.; Osherov, V.I., Ab Initio Analysis of the Transition States on the Lowest Triplet H2O2 Potential Surface, J. Chem. Phys. 110, 11918-11927 (2005)", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OH,OH,,H2,O2,,,4.20E-12,0.00,9.30E+03,,3.84E-16,Millar 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,H2,O2,,OH,OH,,,4.00E-11,0.47,3.51E+04,,3.93E-26,NIST 2009,"Karach, S.P.; Osherov, V.I., Ab Initio Analysis of the Transition States on the Lowest Triplet H2O2 Potential Surface, J. Chem. Phys. 110, 11918-11927 (2005)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,O2,,OH,OH,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,O,O,M,O2,,M,,5.20E-35,,-900,,1.28E-34,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,O,M,O2,,M,,9.86E-34,-1.00,,,2.96E-34,Warnitz 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,O,M,O2,,M,,1.67E-33,-1.00,,,5.01E-34,T>2740 K !!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,O,O,M,O2,,M,,1.00E-12,,,7.82E+21,1.00E-12,assumed high pressure limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O2,,M,O,O,M,5.999E+04,0.00000001,-1.00,5.94E+04,3.51E+21,4.88E-35,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O2,,M,O,O,M,,1.06E-09,,5.83E+04,,5.34E-35,reverse of warnitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,O2,,M,O,O,M,,7.56E-10,,5.88E+04,7.49E+21,2.29E-35,rev Ts and Hampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,O2,,M,O,O,M,,1.45E+13,,5.97E+04,,1.71E-13,reverse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,OH,,O2,H,,,2.20E-11,,-120,,2.48E-11,"JPL-02, good for low T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,O,OH,,O2,H,,,2.41E-11,,353,,1.69E-11,Baulch et al 1992 1000<T<2000,,2.42E+02,3.30E-03,0.374,8620,-70.2,-24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,OH,,O2,H,,,6.56E-11,-0.91,,,2.19E-11,Warnitz 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,OH,,O2,H,,,2.30E-11,0.00,-1.10E+02,,2.57E-11,"low T?, Atkinson et al. 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,H,O2,,OH,O,,,3.30E-10,,8460,,6.99E-14,Baulch et al 1992,,4.12E-03,302,-0.374,-8620,70.2,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,O2,,OH,O,,,1.11E-09,-0.91,8.31E+03,,9.11E-14,Warnitz 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,C,O,M,CO, ,M,,1.00E-28,,,1.00E+16,1.00E-28,reverse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C,O,M,CO, ,M,,1.00E-12,,,,1.00E-12,reverse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,CO,  ,M,C,O,M,1.293E+05,0.00278539,-3.52,1.29E+05,7.98E+15,5.14E-61,Baulch et al. 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,  ,M,C,O,M,,3.00E+13,-3.52,1.29E+05,,4.10E-45,assumed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,C,O2,,CO,O,,,1.60E-11,,,,1.60E-11,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,O,,C,O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,O,M,CO2,,M,,6.50E-33,0.00,2.18E+03,,7.32E-34,Hampson and Garvin 1977,,,,,,,,,,,,,,,,2.59435E-10,1700,2.61114E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,CO,O,M,CO2,,M,,1.70E-33,0.00,1.51E+03,,3.76E-34,Tsang and Hampson 1986,,,,,,,,,,,,,,,,2.61669E-10,1800,2.63136E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,O,M,CO2,,M,,2.66E-14,0.00,1.46E+03,,6.18E-15,?? Simonaitis and Heicklen 1972,,,,,,,,,,,,,,,,2.638E-10,1900,2.64958E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,CO,O,M,CO2,,M,,1.00E-14,,1.63E+03,5.22E+18,1.96E-15,Toby et al 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,O,M,CO2,,M,,4.25E-36,,-10393,,1.39E-31,rev Burmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,CO2,,M,CO,O,M,,2.44E-07,,6.44E+04,,2.62E-35,reverse TsHa86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,,M,CO,O,M,6.406E+04,8.33333E-10,0.00,4.98E+04,,1.96E-31,???  Baulch et al 1972,,,,,,,,,,,,,,,,2.65838E-10,2000,2.66609E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,,M,CO,O,M,,6.10E-10,,5.25E+04,,9.63E-33,Burmeister Roth 1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,,M,CO,O,M,,4.76E+12,,6.47E+04,,3.79E-16,rev SH72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,CO2,,M,CO,O,M,,1.80E+12,,6.49E+04,4.63E+18,1.21E-16,rev Toby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,OH,,CO2,H,,,1.50E-13,,,,,JPL-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,CO,OH,,CO2,H,,,1.76E-14,1.89,-5.83E+02,,3.07E-13,850-950 K NIST 2009,"Li, J.;Zhao, Z.W.;Kazakov, A.;Chaos, M.;Dryer, F.L.;Scire, J.J.,A comprehensive kinetic mechanism for CO, CH2O, and CH3OH combustion, Int. J. Chem. Kinet., 39, 109-136, (2007)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,OH,,CO2,H,,,1.50E-13,,,,1.50E-13,Atkinson et al. 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,OH,,CO2,H,,,3.79E-14,1.50,-372.87,,3.35E-13,Warnitz 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,OH,,CO2,H,,,5.46E-14,1.50,-250.00,,4.26E-13,300-2000 K Baulch et al 1992,,,4.24E-07,1.18,13000,-104,52.8,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,OH,,CO2,H,,,3.52E-12,,2630.50,,2.54E-13,Wooldridge et al 1996 1080<T<2500 in He,"Wooldridge, M.S.; Hanson, R.K.; Bowman, C.T., ``A shock tube study of CO + OH → CO2 + H and HNCO + OH → products via simultaneous laser absorption measurements of OH and CO2'' Int. J. Chem. Kinet. 28, 361-372 (1996)",,,,,,,,,,,,,,,2.39586E-10,1000,2.36934E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43036E-10,1100,2.42072E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,H,,CO,OH,,,2.5E-10,,1.32E+04,,4.49E-16,Warnitz 1984,,,,,,,,,,,,,,,,2.46229E-10,1200,2.46439E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,H,,CO,OH,,,1.53639E-10,0.32,1.28E+04,,6.55E-16,"reverse, Baulch et al 1992",,,,,,,,,,,,,,,,2.49203E-10,1300,2.50196E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,H,,CO,OH,,,2.5E-10,,1.34E+04,,3.98E-16,Tsang and Hampson 1986,,,,,,,,,,,,,,,,2.51989E-10,1400,2.53461E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,H,,CO,OH,,,1.76E-14,1.89,1.00E+04,,7.58E-18,reverse of Li at 298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,H,,CO,OH,,,1.76E-14,1.89,3.78E+03,,3.90E-15,reverse of Li at 1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,H,,CO,OH,,,3.20E-10,,1.33E+04,,5.36E-16,This is in fact the right reverse of Li et al  for 900<T<2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,H,,CO,OH,,,2.50E-12,1.89,1.07E+04,,5.49E-16,here is another reverse that works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,CO2,H,,CO,OH,,,6.10E-11,0.64,1.25E+04,,4.91E-16,a good rverse of NIST 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,H,,CO,OH,,,5.87E-09,,1.59E+04,,7.58E-16,a reverse of Wooldridge scaled from Warnitz reverse of 1.5e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2,H,,CO,OH,,,3.32E-10,,1.35E+04,,4.68E-16,measured 2100-3100 K,"issianski, V.; Yang, H.; Qin, Z.; Mueller, M.R.; Shin, K.S.; Gardiner, W.C., Jr.",Title:   High-temperature measurements of the rate of the coefficient of the H + CO2 → CO + OH reaction,"Chem. Phys. Lett. 240, 57-62 (1995)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5461E-10,1500,2.56326E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,CO,O2,,O,CO2,,,4.20E-12,,2.40E+04,,1.59E-22,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,O2,,O,CO2,,,4.50E-10,,3.38E+04,,9.44E-25,"Ibragimova, L.B. 1991.  Recommended rate constants of CO + O2 - reversible - CO2 + O reactions.  Khim. Fiz. 10, 307-310.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,O,CO2,,CO,O2,,,2.80E-11,0.00,2.65E+04,,8.68E-23,Tsang and Hampson 1986,,,,,,,,,,,,,,,,2.57087E-10,1600,2.58859E-10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O,CO2,,CO,O2,,,8.40E-11,,3.18E+04,,1.36E-24,"Ibragimova, L.B. 1991.  Recommended rate constants of CO + O2 - reversible - CO2 + O reactions.  Khim. Fiz. 10, 307-310.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO,H2O,,CO2,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,CO2,,H2O,CO,,,2.94E-14,0.50,7.55E+03,,2.82E-17,"1954 Graven, W.M.; Long, F.J., Kinetics and mechanisms of the two opposing reactions of the equilibrium CO + H2O = CO2 + H2.  J. Am. Soc. vol. 76, pp2602-2607",unknown source for this low activation energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,CO2,,H2O,CO,,,0.00E+00,0.50,7.55E+03,,0.00E+00,zero out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
